id,r,y
7,0,NA
7,0.0096,0.10852501273697245
7,0.0192,0.11210540740900822
7,0.0288,0.11503712694981066
7,0.0384,0.11739257766533039
7,0.047999999999999994,0.12225238303638541
7,0.0576,0.1289360028723753
7,0.0672,0.13654514494904435
7,0.0768,0.146157894927406
7,0.08639999999999999,0.1579315838005774
7,0.09599999999999999,0.17149191974528194
7,0.10559999999999999,0.18911831445240412
7,0.1152,0.2086518097679141
7,0.1248,0.23192121449426017
7,0.1344,0.26028987599001024
7,0.144,0.2940566195912522
7,0.1536,0.33199830690674365
7,0.16319999999999998,0.3769155670211271
7,0.17279999999999998,0.4266912141229954
7,0.18239999999999998,0.48428985937738417
7,0.19199999999999998,0.5500852496296471
7,0.20159999999999997,0.6195925174977065
7,0.21119999999999997,0.6943394012576335
7,0.22079999999999997,0.7725705308434629
7,0.2304,0.8498197023255473
7,0.24,0.9199149129343202
7,0.2496,0.9862850665823806
7,0.2592,1.0397732442500391
7,0.2688,1.0880704389869633
7,0.2784,1.1185767029331888
7,0.288,1.1368492741202507
7,0.2976,1.1494300904655017
7,0.3072,1.1544748137376497
7,0.31679999999999997,1.149419928031671
7,0.32639999999999997,1.1459993099702261
7,0.33599999999999997,1.1372930326876436
7,0.34559999999999996,1.125774177130595
7,0.35519999999999996,1.1128056014075605
7,0.36479999999999996,1.1013686656488402
7,0.37439999999999996,1.0853914024061277
7,0.38399999999999995,1.075365624254694
7,0.39359999999999995,1.0599170537053073
7,0.40319999999999995,1.0494387470359698
7,0.41279999999999994,1.0434397520978385
7,0.42239999999999994,1.0384923068680951
7,0.43199999999999994,1.028201633281677
7,0.44159999999999994,1.0230572342572293
7,0.45119999999999993,1.0150224476644911
7,0.4608,1.0115975504631658
7,0.4704,1.0088587369236075
7,0.48,1.0087250447465848
7,0.4896,1.0077935530255018
7,0.4992,1.0064048892282336
7,0.5087999999999999,1.0058400702156913
7,0.5184,1.0037992811556777
7,0.5279999999999999,1.007783343180239
7,0.5376,1.0058566480461473
7,0.5471999999999999,1.0064265882873178
7,0.5568,1.0077768537543803
7,0.5663999999999999,1.0126243361452738
7,0.576,1.0082176658168103
7,0.5855999999999999,1.0118211946641655
7,0.5952,1.0137797759425067
7,0.6047999999999999,1.0166218095551958
7,0.6144,1.012994851084264
7,0.624,1.0168403309223382
7,0.6335999999999999,1.0147454362459023
7,0.6432,1.0152860153668535
7,0.6527999999999999,1.0173427468737073
7,0.6624,1.0195001371122874
7,0.6719999999999999,1.0202657013465257
7,0.6816,1.0169899019671833
7,0.6911999999999999,1.0165103245801934
7,0.7008,1.0172555343588303
7,0.7103999999999999,1.0178412244825692
7,0.72,1.0148003064878786
7,0.7295999999999999,1.0166853263840563
7,0.7392,1.0150191539096871
7,0.7487999999999999,1.0139997153606384
7,0.7584,1.016851967696227
7,0.7679999999999999,1.0132812960972626
7,0.7776,1.0173007174482163
7,0.7871999999999999,1.013247045934747
7,0.7968,1.0145724794761921
7,0.8063999999999999,1.0158163699689269
7,0.816,1.0150210822915806
7,0.8255999999999999,1.0142576000078003
7,0.8351999999999999,1.012834258015316
7,0.8447999999999999,1.0155099245412063
7,0.8543999999999999,1.0143908692608852
7,0.8639999999999999,1.0157110976001655
7,0.8735999999999999,1.0132039627574865
7,0.8831999999999999,1.0143929482469696
7,0.8927999999999999,1.0156156584908271
7,0.9023999999999999,1.0128589183896064
7,0.9119999999999999,1.011548566008109
7,0.9216,1.0159052064442786
7,0.9311999999999999,1.0121828449825598
7,0.9408,1.0131096798325159
7,0.9503999999999999,1.0128791247505113
7,0.96,1.0128958182527283
7,0.9695999999999999,1.0124608991663002
7,0.9792,1.013411314298661
7,0.9887999999999999,1.0159351276139041
7,0.9984,1.0166247636495807
7,1.008,1.011148840238168
7,1.0175999999999998,1.011545603899985
7,1.0272,1.0136778157376607
7,1.0368,1.010237992772158
7,1.0464,1.0087187027961177
7,1.0559999999999998,1.0112369849376317
7,1.0655999999999999,1.0105097421371334
7,1.0752,1.0109721400971858
7,1.0848,1.0145033316759704
7,1.0943999999999998,1.0107671911837803
7,1.1039999999999999,1.010073275742636
7,1.1136,1.0105433351577722
7,1.1232,1.0112676414702761
7,1.1327999999999998,1.009556159310977
7,1.1423999999999999,1.009359741205021
7,1.152,1.0093679792761858
7,1.1616,1.009489095067844
7,1.1711999999999998,1.008674370684362
7,1.1807999999999998,1.009111872437849
7,1.1904,1.0124253426104086
7,1.2,1.0084706416022473
7,1.2095999999999998,1.010967440867247
7,1.2191999999999998,1.0093633762733252
7,1.2288,1.012664838974688
7,1.2384,1.0069841139106384
7,1.248,1.010692112646554
7,1.2575999999999998,1.008366740646913
7,1.2671999999999999,1.0103102226990737
7,1.2768,1.0092956066296785
7,1.2864,1.0103124664373941
7,1.2959999999999998,1.0088109876489968
7,1.3055999999999999,1.0049421522606283
7,1.3152,1.0104516911325463
7,1.3248,1.010009220767965
7,1.3343999999999998,1.00686607454322
7,1.3439999999999999,1.0097666530209441
7,1.3536,1.0099075867649456
7,1.3632,1.0100096218531813
7,1.3727999999999998,1.0091462183210944
7,1.3823999999999999,1.0091004789024764
7,1.392,1.0095366652550057
7,1.4016,1.0096769589113472
7,1.4111999999999998,1.0101405370574532
7,1.4207999999999998,1.0058961678241485
7,1.4304,1.0069178053324426
7,1.44,1.0061025415290628
7,1.4495999999999998,1.0052082864140282
7,1.4591999999999998,1.0063493102821142
7,1.4687999999999999,1.0070180511140845
7,1.4784,1.0073311523213038
7,1.4879999999999998,1.0052596176740305
7,1.4975999999999998,1.0047152513535311
7,1.5071999999999999,1.0062959635686375
7,1.5168,1.0084002234352916
7,1.5263999999999998,1.0050282901327874
7,1.5359999999999998,1.0040383361348455
7,1.5455999999999999,1.0047146408974543
7,1.5552,1.0069307178181657
7,1.5648,1.0068109827384215
7,1.5743999999999998,1.003939160386472
7,1.5839999999999999,1.0050847292925766
7,1.5936,1.0054282718492686
7,1.6032,1.0046033850133678
7,1.6127999999999998,1.003454935313651
7,1.6223999999999998,1.0066733422339482
7,1.632,1.0059074752700095
7,1.6416,1.0060756709435965
7,1.6511999999999998,1.0072489814924888
7,1.6607999999999998,1.0051316536230566
7,1.6703999999999999,1.005978823679176
7,1.68,1.0043685119730148
7,1.6895999999999998,1.0057910392238345
7,1.6991999999999998,1.0065016284656072
