id,time,delta
7,2.2975365451312433,0
7,4.70780592216405,189.5
7,7.179655102450844,138.83333333333326
7,9.69660395182238,51.520833333333265
7,12.193241571113356,41.86750000000002
7,14.713055028671238,30.135555555555573
7,17.209433699829404,20.37528344671204
7,19.786782447439826,12.490114795918357
7,22.393126100630923,12.537229938271603
7,24.879488024530055,9.100493827160495
7,27.398491341594298,7.716859504132241
7,29.88805253752931,7.134814049586774
7,32.38526084938513,5.128081854043406
7,34.88462131469093,3.7463772491244987
7,37.36689384466263,3.5625170068027177
7,39.834874488715954,3.9569791666666596
7,42.3643690944936,2.9864024653979233
7,44.81268151163431,2.0567943953180405
7,47.29581865571824,2.678584863718749
7,49.74909318526001,2.4699168975069186
7,52.189343032399606,2.075827664399098
7,54.598238392725065,2.1793538351979884
7,57.1396257643374,1.579145120217469
7,59.553872426883075,1.510118016173076
7,62.0648843304106,1.4797638888888893
7,64.46042658936828,1.1116923076923049
7,66.89418525104401,1.2650100242692863
7,69.48193273275781,1.3294578119313565
7,72.08586796789658,1.181284731490694
7,74.48567991390861,1.1013291055621648
7,76.89130415133764,1.0313053532200247
7,79.28145677691217,1.0169612952003129
7,81.75568691151322,1.0834938518709816
7,84.28633354291586,0.7539956024542338
7,86.74529845985928,0.8499265588588384
7,89.25197086940452,0.6872581254724088
7,91.83777117393552,0.7118351459567709
7,94.32926434703379,0.6311282271265815
7,96.81948527072515,0.5696486492885373
7,99.3282602246503,0.4799412393162396
7,101.72594498715135,0.4824156008328405
7,104.3112871252674,0.40616480579937947
7,106.74797861171967,0.5386959182447061
7,109.34114776977056,0.4039876368284809
7,111.88170071928559,0.40057034996428603
7,114.40200678988029,0.44935611099442274
7,116.94824352087899,0.4596563636814832
7,119.45635209855419,0.4013809903299689
7,121.97027885640168,0.5008783594219972
7,124.49840904296777,0.3551441899208672
7,126.90473700650037,0.363822068435217
7,129.43232743259324,0.3466129606500905
7,131.81378784218757,0.37285439763566514
7,134.29499217329047,0.3848222522061898
7,136.6391158815677,0.4580970195784983
7,139.13980966894368,0.3490004638218935
7,141.64520789579643,0.28493755535455223
7,144.1325745468042,0.34612698904154054
7,146.58329760122774,0.2177082589672262
7,149.2234830542612,0.2546180056816361
7,151.8185521965488,0.2096009883842457
7,154.40237229628357,0.2354163910935533
7,156.94935422175496,0.2530215308075673
7,159.43743982367528,0.2533975468080739
7,162.04508505377893,0.2627331037352056
7,164.54498250686177,0.17166087991262963
7,167.05409845602009,0.18590776228638373
7,169.63945297293085,0.21323384883155275
7,172.13994930915902,0.1858113681737948
7,174.67503739594665,0.18861647998833983
7,177.10245460411537,0.16784712297932367
7,179.5629471487555,0.19436840898459773
7,182.04282877854936,0.18914952455582995
7,184.49680262189494,0.18576511421373457
7,186.97661894478296,0.12146481616751931
7,189.3838710642401,0.14508679593721008
7,191.97516639098004,0.17240105561237254
7,194.4248013230685,0.16960329048241257
7,196.95582368126645,0.16258710373312374
7,199.39029569352044,0.16276150156224875
7,201.91452475488643,0.1638080370751405
7,204.4729202214157,0.12659661433845515
7,206.85523035608549,0.11544957090893654
7,209.36142087657748,0.13477631944053728
7,211.90641214115095,0.11307269966810234
7,214.39408891367503,0.1198731943386582
7,216.96742294196721,0.12092963234725178
7,219.4576316385734,0.1565281742678096
7,221.93218315897278,0.12941294443267795
7,224.36515041922172,0.09104102082135258
7,226.78930403955528,0.10782948024706221
7,229.30471073700787,0.08279034396501464
7,231.80147243081228,0.1133933416912173
7,234.3051829040615,0.09318525350706637
7,236.83706077802677,0.06903774410651936
7,239.4626595155526,0.10606686672822273
7,241.8448921873426,0.10514349440842705
7,244.3494365746858,0.08895588727356186
7,246.96719237010083,0.08624340961561554
7,249.59344801812446,0.10247362514029039
7,252.11483249857739,0.08286089599059034
7,254.66516804665494,0.0951095589191652
7,257.29279543970694,0.08886987026785476
7,259.8099106085242,0.08454574615947909
7,262.36234532437487,0.07803450670209049
7,264.8415575989245,0.08330216529474081
7,267.3449577871166,0.06681070891228537
7,269.80496276622995,0.07307756465393607
7,272.26962714855654,0.09751004878164757
7,274.82914655938555,0.07785725663796765
7,277.2282228804801,0.07591652630964763
7,279.5598547883758,0.0761474467434897
7,282.1094962379328,0.06333406620146746
7,284.6639552700869,0.08643862201761678
7,287.255689887169,0.08388005383072569
7,289.6282056442302,0.06317149333878695
7,292.27360318157065,0.056455716980809895
7,294.6959821901178,0.056505873729777126
7,297.28581165633,0.06777868725603436
7,299.92099564682985,0.06364746879143822
7,302.47207650059636,0.0676988233195961
7,304.95756564332856,0.05660936573527647
7,307.4782765239096,0.05566974418638072
7,309.966031179161,0.049500849234907954
7,312.52237184110305,0.05751710718002089
7,314.95524984014986,0.052027150415722895
7,317.3217594130646,0.05961481802026293
7,319.7841185795126,0.05265627694341325
7,322.1152036738572,0.044812847233959285
7,324.7670326643147,0.061156628545237554
7,327.3220555576662,0.0512718773026362
7,329.9068915350389,0.057831003108946163
7,332.42163453525615,0.044798340457493785
7,334.7921440713374,0.04459828946508902
7,337.13869763000156,0.05041724917577794
7,339.62714942845594,0.05585529485335635
7,342.04673616187125,0.06438923609312418
7,344.4726102330393,0.045691435115545374
7,346.94880383185546,0.032947701758898454
7,349.4330152221722,0.04191322437571836
7,351.9692150624247,0.04589333575591101
7,354.44731278045725,0.04468107008172569
7,356.8988405556204,0.04223672162413663
7,359.3122391698142,0.04964494013335806
7,361.7030470559584,0.04336149783106573
7,364.33036851768486,0.04451759816444138
7,366.7900243431644,0.04632882075564573
7,369.2052520452214,0.043890078181111035
7,371.7803824406059,0.04503092249116993
7,374.24741516459494,0.03813787967509035
7,376.7100320136529,0.044938631346578994
7,379.1417565731411,0.04756150134835159
7,381.5997353925365,0.03626708138037626
7,384.1049442414349,0.03547615772933657
7,386.66277416490954,0.03409572062328204
7,389.0526449091023,0.03749368706304544
7,391.5303612060829,0.028947081054827337
7,394.1044241543895,0.04756572211357437
7,396.6521125206227,0.04380903017967847
7,399.17429643301915,0.039011677494956994
7,401.6888375773811,0.031391698574515674
7,404.2726794627136,0.03509255823862346
7,406.72353005204025,0.04370329032413209
7,409.36368274285115,0.03731635959652922
7,411.84481679776434,0.041075762219020595
7,414.3465334857065,0.041789207345495474
7,416.80186343853296,0.03719220261235035
7,419.31001824559985,0.022649643734649744
7,421.80426229375985,0.027882584137257665
7,424.355290477128,0.033947689695665535
7,426.808963563277,0.029209308066161396
7,429.28732997397185,0.03197585061234299
7,431.81756342964934,0.029975788788107575
7,434.31696592897123,0.030959688446785826
7,436.8375471399022,0.029237081435824288
7,439.4579840353929,0.027796972508011816
7,442.0360827068903,0.03004507909789173
7,444.5586502974772,0.02834857164965248
7,447.13797121693074,0.02777052284761056
7,449.7120462226469,0.022122688291737767
7,452.2823878316728,0.02749372560191813
7,454.88907500081945,0.02956798602737109
7,457.4632023539413,0.02818625630790632
7,459.9447836623876,0.026751423639881904
7,462.47924475296594,0.028693370348839415
7,464.9267217042459,0.02543129624548129
7,467.3352011530194,0.023969281733145453
7,469.85538332529563,0.025978755729335248
7,472.44510752913425,0.01891175649561833
7,474.9152421917159,0.025618847700953403
7,477.4673832640758,0.025129283326705804
7,479.95936444876514,0.020963700942641737
7,482.399996107613,0.022357862602715103
7,484.83896597694013,0.023378653508959252
7,487.35195537336443,0.01978531542917457
7,489.96627221062136,0.015642497469139777
7,492.43336965353154,0.018421454074106496
7,494.9050278652598,0.02191409560443744
7,497.471134835329,0.022661898267274324
7,499.8773985681695,0.026604268200297654
7,502.34474834038383,0.023415648746318414
7,504.81893089510265,0.023501599921234826
7,507.2465925471239,0.02360204934089883
7,509.73280867230153,0.026195019053528203
7,512.1708908355536,0.024785432363565264
7,514.7171520403947,0.019040950437230784
7,517.2733038310847,0.020696109421691217
7,519.8684447236215,0.019983014135851733
7,522.3400417666917,0.02004881236022781
7,524.8633302306638,0.019565785671120876
7,527.4743960346146,0.017956977779244303
7,529.7789808250863,0.01955845989423442
7,532.2557881616852,0.018410416649060245
7,534.742573250966,0.02098736344641019
7,537.1508704526645,0.019857321020287602
7,539.6959198286826,0.020146162590389507
7,542.3095411759639,0.02026298653928002
7,544.8129797245344,0.013609190553531467
7,547.3513438246121,0.022714921080430436
7,549.9066574886169,0.01985616024797055
7,552.355443256535,0.022119706279154112
7,554.7961435598327,0.01850629762491578
7,557.4308217646125,0.01711476837524855
7,559.8524504746772,0.020697993872965212
7,562.4605188167797,0.014580165816327225
7,564.9047246813832,0.024486581216662185
7,567.4850622830903,0.02233325244510756
7,569.9903153727117,0.02021939966857005
7,572.4900389225369,0.023776417874034374
7,574.9359363779465,0.019460501997581304
7,577.3936216057505,0.023611405057161836
7,579.8945248619112,0.0177333634988307
7,582.26291649023506,0.018864607919030548
7,584.8682621197255,0.020718202751348794
7,587.2787066467013,0.015668016942755447
7,589.9237153168408,0.017980260234404907
7,592.5316135407365,0.014827719498829283
