id,time,pop
5,1.5350669210817636,1444
5,3.6335188483782637,909
5,5.9011949568839785,732
5,8.23178522612403,626
5,10.411947173567803,592
5,12.990831211456264,538
5,15.492436677006003,512
5,17.824212445273997,486
5,20.36749252624368,455
5,22.747308544996176,455
5,25.269795143911516,422
5,27.99622855573553,416
5,30.33727040477877,398
5,32.668021475037165,384
5,34.86655448072382,375
5,37.52880903353487,382
5,40.11037899736942,358
5,42.68237130211324,350
5,45.26550857467399,330
5,47.690765194596,314
5,50.189093929396364,333
5,52.47100158879962,354
5,55.17200216451422,322
5,57.55305079449605,326
5,60.33823698616791,324
5,62.84324854792391,328
5,65.28793493349704,329
5,67.76325290960523,340
5,70.33211869567954,337
5,72.73461061583801,336
5,74.92077660283807,330
5,77.85465989203526,300
5,80.21944430456226,312
5,82.76056643031791,316
5,85.40356963547035,293
5,88.2935128641528,290
5,90.7698515544492,289
5,93.5052057387256,284
5,95.71069602849774,292
5,98.25246173617118,294
5,100.80333706623988,299
5,103.32176420418219,318
5,105.99755109023015,301
5,108.556299987757,300
5,111.21318388175267,276
5,113.75720836323029,260
5,116.76625069653983,248
5,119.25568973117008,270
5,121.70962389162989,283
5,124.20282169126851,256
5,126.80635923507701,250
5,128.99232533123526,256
5,131.8871359851082,232
5,134.15281763279594,252
5,136.70398368826875,246
5,139.39115728636602,244
5,141.73201694542297,242
5,144.42239833029012,248
5,147.16822976321546,236
5,149.65718926596733,242
5,152.08324747234113,256
5,154.5548698179628,238
5,157.04797096151503,230
5,159.7630330974034,250
5,162.01699603002476,250
5,164.7556983943488,246
5,167.18193877507954,230
5,169.64257877792275,254
5,172.1054857469771,250
5,174.59542541713532,246
5,176.92358404886613,250
5,179.5389112861855,250
5,182.13150883856332,232
5,184.65192427143435,258
5,187.02375785218644,270
5,189.76754670285808,252
5,192.44855661252544,234
5,195.03086214957798,244
5,197.36069718650992,264
5,199.6621920277087,255
5,201.95644266482938,242
5,204.57444382413277,246
5,207.12112203440708,228
5,209.50448638417203,226
5,212.2710769825924,232
5,214.77156919024864,232
5,217.2280982948571,240
5,219.62130357280708,240
5,222.2620560327768,242
5,224.62831494817945,245
5,227.14276127153562,238
5,229.6401851310954,242
5,231.9694139954371,232
5,234.5366526926413,224
5,237.28487625400487,224
5,239.40689337633512,232
5,242.03582037399195,238
5,244.25137258334104,238
5,246.90014804395713,212
5,249.2222678008888,240
5,251.90158904112758,242
5,254.3957547918979,240
5,257.06858703211833,236
5,259.2552112201662,242
5,262.05685305804343,238
5,264.17805001812025,260
5,266.5639369784624,266
5,268.6825592994382,242
5,270.99476181263555,232
5,273.3789605717928,212
5,275.8851364395848,218
5,278.0949815036095,214
5,280.4727259779352,216
5,282.7532008809849,230
5,285.08963380989593,232
5,287.63311433530356,238
5,290.55264420452136,222
5,293.0243467334256,230
5,295.45345176521187,230
5,297.6442980783015,248
5,300.0901491300334,216
5,302.8779371577323,220
5,305.24601299879004,228
5,307.7434799718717,226
5,310.47834330945494,230
5,312.9885246872856,226
5,315.5586610385823,222
5,318.1648220363383,212
5,320.92161926553865,200
5,323.19901182075085,228
5,325.8553489674769,200
5,328.34095367589117,222
5,330.8101821864935,228
5,333.16252549335496,224
5,335.6785190232304,220
5,338.12683484625603,214
5,340.6860769657068,200
5,342.9877673921993,214
5,345.6676000467382,224
5,348.0204813540884,208
5,350.46794402374627,198
5,352.7988721946064,206
5,355.1923158814728,214
5,357.9776601318281,188
5,360.4749855428554,208
5,362.8554100088435,206
5,365.63365486063,202
5,368.09131249710987,216
5,370.3073917916741,204
5,372.71799890027944,208
5,374.98171682692964,202
5,377.6136220504793,204
5,379.9531920969226,210
5,382.5907768778691,210
5,384.7588683665375,208
5,387.0419921471831,206
5,389.2902413127621,204
5,391.6062592220252,186
5,394.5375694566313,174
5,396.63056831364815,184
5,398.92025885770425,194
5,401.2516520322428,212
5,403.66602692314945,198
5,406.37992735676505,180
5,408.7881707861486,176
5,411.30416454515,178
5,413.7157131532469,190
5,416.22774933248934,176
5,418.74084906948457,172
5,420.8857009410795,172
5,423.4003542455001,178
5,425.87781264417634,184
5,428.09281362406534,192
5,430.59055965405037,182
5,433.1363507243758,174
5,435.64659890540383,172
5,438.1199051583345,182
5,441.03021924577325,166
5,443.8015144478418,178
5,446.01842763271753,196
5,448.0822113453986,186
5,450.49941404442166,186
5,453.18107156555607,180
5,455.83579647819585,172
5,458.1404695139473,176
5,460.68075408884954,182
5,462.79516021308876,176
5,465.3271473335332,164
5,467.77948406531704,166
5,470.00329645251355,180
5,472.6714962578023,176
5,475.08173940726,170
5,477.3269525335344,182
5,480.0340709894383,170
5,482.71725411892925,160
5,485.14461004944417,160
5,487.2541978084856,178
5,489.8689847401257,154
5,492.1768276649352,158
5,494.37946606153514,170
5,496.39596276025577,150
5,499.1600401276355,146
5,501.7963413515367,134
5,504.92415860663647,146
5,507.86012350864553,154
5,510.6428273440146,148
5,512.857159412215,152
5,515.1212692977722,160
5,517.6443862864662,148
5,520.2698097334943,154
5,522.5794460824198,158
5,525.2104711323951,152
5,528.1435423632016,150
5,530.4247183582756,164
5,532.7685307444766,148
5,535.1771137605205,162
5,537.6914603321494,140
5,540.2341128225946,134
5,543.055050798745,128
5,545.6403340522331,128
5,548.1380523164095,128
5,550.7918748820252,130
5,553.410012324365,114
5,556.1610088620594,118
5,559.2782512180319,120
5,562.0599774099145,130
5,563.8033841090169,136
5,565.9143574961377,146
5,568.4862186278889,144
5,570.6643995182783,162
5,573.0182217804182,146
5,575.4680453526713,146
5,578.3161522020508,130
5,580.5645321611254,140
5,582.4788039305286,126
5,585.8496015647058,122
5,588.301829064795,132
5,590.6271491964546,142
5,593.1090450155842,146
5,595.4151783545886,132
5,597.78795269011,144
5,599.9079102583082,150
5,602.2183339138481,140
5,604.8313301016005,140
5,607.0693328340072,130
5,609.4339167079185,130
5,612.1972116542715,134
5,614.4474248300402,134
5,616.5716973758207,130
5,618.5784011759546,136
5,620.8064621683131,134
5,623.5972376746963,128
5,625.7124788732024,144
5,628.2596437751157,146
5,630.8621685860248,126
5,632.8246749188517,124
5,635.799983577074,128
5,638.3735827318139,122
5,641.2300455088522,120
5,643.4363588295087,118
5,645.960985786641,122
5,648.7435517998103,120
5,651.3249851560616,124
5,654.1179919253971,124
5,656.8164828115829,118
5,659.6200011922034,92
5,662.1194546850678,98
5,664.6989818750893,104
5,666.5938832924995,110
5,668.8259605768361,106
5,671.4690969775894,100
5,674.3941080379562,110
5,678.017901211176,108
5,679.9986445177655,112
5,682.2304133386069,118
5,684.75354854251,118
5,687.0437803809995,108
5,689.4968606945038,118
5,692.5833459591543,122
5,695.2099242030407,112
5,698.0507519589654,114
5,700.6349503193742,122
5,703.0435133926342,112
5,705.3653955521502,124
5,707.486192074445,118
5,710.4807486797822,102
5,713.6079833961787,98
5,715.993110541384,110
5,718.9821474122202,122
5,721.6819162507404,124
5,723.8978736533268,134
5,726.2019632465059,140
5,728.6707416708522,122
5,731.1757367930126,112
5,733.2144657103843,118
5,736.0446275456492,116
5,738.7415167796878,110
5,741.3060654617651,112
5,743.6882289661827,120
5,746.308958035494,108
5,748.7838177182966,106
5,750.9920648186204,124
5,753.5419403927061,110
5,755.9916757900436,112
5,758.2602947572489,108
5,761.2890775756663,96
5,764.3834337504915,94
5,767.0684509651537,90
5,769.3438155641135,102
5,771.8284235009351,94
5,774.5837026053304,94
5,776.7323981754018,102
5,779.0796432631488,120
5,781.235944460398,126
5,784.0108510790762,124
5,786.7225013091305,114
5,788.9228688050605,118
5,790.9963178382776,126
5,793.857566914879,120
5,796.1718258343689,104
5,798.661321247633,106
5,801.415854039562,96
5,803.8871686484098,102
5,806.402827166864,98
5,808.5717446374256,104
5,811.0089282994643,92
5,813.4240074851672,106
5,815.3324244849236,130
5,817.6158986371508,128
5,819.8980711059997,122
5,822.1564248348363,112
5,824.38413940998,102
5,826.8844162045045,100
5,830.1049322809237,94
5,832.4741164930952,82
5,835.4551724826774,88
5,837.5794977110098,92
5,839.8228666120061,90
5,842.6172019359875,94
5,845.027016438558,92
5,847.3241946807472,100
5,850.0213469743443,82
5,852.6395015239041,96
5,855.1599916653803,88
5,857.4798388606785,86
5,859.6104928421436,92
5,861.9332094398993,102
5,864.4535873977436,98
5,866.9282973867811,98
5,869.5698618356203,88
5,871.843953604688,90
5,874.0225576164503,102
5,876.376835617471,92
5,878.8467249886961,88
5,881.0926859324294,114
5,884.0234637300572,100
5,886.6193555786756,104
5,888.7171060834994,112
5,891.1178345133799,102
5,893.3224802091204,100
5,895.5857968290536,100
5,898.2536388173901,98
5,900.4508018530976,108
5,903.0581237681583,120
5,905.3237777137663,116
5,907.8249860744957,130
5,910.3767389186486,130
5,912.8231769444097,116
5,915.5811545291374,108
5,918.3155047451957,118
5,921.0127657415231,112
5,923.5838208733817,114
5,925.7416842558114,118
5,928.188455922075,112
5,930.644972567112,106
5,933.2244299194502,102
5,935.6825776950818,92
5,938.2192717541723,98
5,940.6004626073765,98
5,942.9505591727727,96
5,945.2086900380823,104
5,948.0321718987476,108
5,950.5893528017367,104
5,953.289082341358,108
5,955.6205246937386,104
5,957.5617970713522,104
5,959.9512806295569,98
5,962.3520072346138,96
5,964.7630957793729,100
5,967.8877759277304,92
5,970.4216126012659,96
5,973.1606839509576,84
5,975.6440662689126,84
5,978.5076069315368,78
5,980.9954884610976,76
5,983.2071523521433,72
5,985.4681910152233,72
5,987.9243884611807,82
5,990.8401749698612,72
5,993.6257877931894,68
5,995.9409003871199,66
5,998.5840267176208,68
5,1000.8075712631265,62
5,1003.2465059615653,74
5,1006.15769813923,86
