id,time,pop_sma
6,1.808622007582744,2128
6,4.003643554607856,1820
6,6.231209829840796,1634
6,8.545805448170144,1496.5
6,11.011933060519977,1387.6
6,13.489658601526115,1308.6666666666667
6,15.840511318882665,1245.4285714285713
6,18.308776974506685,1188.75
6,20.881404072273433,1138.2222222222222
6,23.302200324125433,1095.6
6,25.766652482447643,1061.4545454545455
6,28.430918125552864,1028.5
6,30.841171416807224,1002.1538461538462
6,33.305304858994965,979.1428571428571
6,35.74857058923511,958
6,38.39802658636802,937.125
6,40.92735103001068,917.7647058823529
6,43.62669337339478,899.2222222222222
6,46.188175334820784,881.3684210526316
6,48.65052193468729,866.3
6,51.223168243892566,852.5714285714286
6,53.86562616812116,838.2727272727273
6,56.290062274708895,822.695652173913
6,58.70464722486994,808.9166666666666
6,61.13587482288409,796.16
6,63.49330514541794,784.3076923076923
6,65.99598197450469,773.1851851851852
6,68.78364812946546,761.3571428571429
6,71.3755009157688,750.2758620689655
6,73.96660493217333,739.3333333333334
6,76.56830099072678,728.6451612903226
6,78.85875223655476,718.375
6,81.2872724167921,709.2727272727273
6,83.81353789648848,699.8823529411765
6,86.16682565262447,691.7714285714286
6,88.85151880493014,683.3333333333334
6,91.28163364316714,675.3513513513514
6,93.81306224264715,667.6315789473684
6,96.19974134862949,660.2564102564103
6,98.72030416692486,652.75
6,101.56694881572946,645.170731707317
6,103.94274817164185,638.6666666666666
6,106.18161999805896,632.3720930232558
6,108.66666298395522,626.3181818181819
6,110.97093858126178,620.088888888889
6,113.44588176476051,613.8695652173914
6,116.12448853476161,608.1276595744681
6,118.46782287029735,602.5
6,120.66701506639994,596.9795918367347
6,123.31185879207021,591.4
6,125.57394624508505,586.5882352941177
6,127.87364520009031,581.4615384615385
6,130.64409809954302,576
6,132.9808991764098,570.8518518518518
6,135.31595654771988,565.8909090909091
6,137.6381882845019,561
6,140.23093801873435,555.9649122807018
6,142.86736347400532,551.0344827586207
6,145.40095236165075,546.271186440678
6,147.82406575894296,541.9
6,150.21651013598122,537.672131147541
6,152.7264444193648,533.3225806451613
6,154.9840391678086,529.3968253968254
6,157.26762951293944,525.3125
6,159.83419189360305,521.3538461538461
6,162.49807787415915,517.3030303030303
6,164.90337187197528,513.4328358208955
6,167.4253415566672,509.55882352941177
6,169.62239848142588,505.94202898550725
6,171.908523372685,502.6857142857143
6,174.43431322418132,499.2676056338028
6,177.27249079393795,495.77777777777777
6,179.78445916460578,492.4109589041096
6,182.05859152200608,489.0810810810811
6,184.28196109987422,485.8666666666667
6,187.00172707657103,482.4736842105263
6,189.5514702724835,479.24675324675326
6,191.81004904369374,476.15384615384613
6,194.42823086278588,472.9873417721519
6,196.84187169460174,470.075
6,199.20332322250047,467.037037037037
6,201.60179082878003,464.0975609756098
