id,time,pop
1,2.694593647941704,6147
1,5.392248674979579,7209
1,8.03442925779897,8065
1,10.695471590708147,8654
1,13.242651522251563,9229
1,15.786685452008035,9573
1,18.279310737879563,9708
1,20.739466590955537,9939
1,23.27584341549287,10039
1,25.787463439805116,10138
1,28.306721697956135,10197
1,30.8265634327151,10181
1,33.33278907873725,10178
1,35.815181097492164,10229
1,38.247193291448504,10336
1,40.74504892104447,10251
1,43.25651172857777,10304
1,45.77508277930993,10167
1,48.20719884586335,10180
1,50.69212514289486,10189
1,53.20925205293636,10184
1,55.6958913215164,10225
1,58.18071391668127,10202
1,60.681124236718595,10152
1,63.27722425263126,9929
1,65.81194520853543,10025
1,68.2690591995072,10378
1,70.78021616141072,10232
1,73.30137026947862,10094
1,75.81730804147658,10083
1,78.21017768643972,10270
1,80.76231666423676,10208
1,83.1839145045765,10392
1,85.65923127874885,10392
1,88.13325615081011,10303
1,90.62364954477931,10261
1,93.10387928954495,10225
1,95.61990990133562,10095
1,98.15397802775881,10142
1,100.65737040292,10120
1,103.13249287542074,10146
1,105.6953205281735,10148
1,108.24694683772535,10123
1,110.72593058678062,10211
1,113.20016225736006,10133
1,115.66233447845381,10161
1,118.13724798942717,10233
1,120.5680138975403,10206
1,123.09310850403553,10081
1,125.63141626755473,10172
1,128.1440264779065,10253
1,130.6555094098514,10164
1,133.17306401368984,10156
1,135.63594118024966,10161
1,138.13483668406406,10145
1,140.65197665985062,10220
1,143.10711559592684,10316
1,145.56652167956486,10347
1,148.05743622975976,10407
1,150.5319341314373,10340
1,153.0318444762933,10278
1,155.48810730885154,10284
1,158.00747963463985,10192
1,160.5302887213379,10132
1,163.07274589115076,10063
1,165.57621788252513,10254
1,168.11896196501272,10119
1,170.6290545489019,10107
1,173.15340721580435,9961
1,175.6076482780763,10004
1,178.07155692019595,10168
1,180.57251468311608,10248
1,183.1126557096756,10171
1,185.59075780301876,10279
1,188.0289631936312,10284
1,190.49797765228894,10408
1,193.00755884272897,10209
1,195.561699444269,10158
1,198.00706758904929,10243
1,200.4881311490776,10300
1,202.98724308789323,10209
1,205.46125324455437,10138
1,207.97182944026065,10096
1,210.4316795846281,10171
1,212.93111722480447,10193
1,215.4385856857181,10026
1,217.9578507447005,10219
1,220.43421238528245,10223
1,222.920513692618,10218
1,225.44686203702923,10178
1,227.91192701918345,10239
1,230.37737471414056,10235
1,232.83563274256528,10289
1,235.3634661147926,10139
1,237.87076538889542,10150
1,240.41928270230144,10069
1,242.90439906881005,10109
1,245.38552628516408,10101
1,247.85751525699484,10156
1,250.34593064155595,10229
1,252.89294817494323,10223
1,255.37909765193277,10254
1,257.9039942134792,10273
1,260.409827772145,10219
1,262.93045673981885,10055
1,265.4611042204552,10119
1,268.01536534245184,10065
1,270.5544070761893,10028
1,273.12497669017733,10026
1,275.6699250109,9955
1,278.10040349035546,10108
1,280.5888268622853,10075
1,283.08919024426405,10052
1,285.63510552336265,10079
1,288.15748842979735,10129
1,290.67241756033474,10186
1,293.1852723537688,10297
1,295.65676276578284,10192
1,298.2194063549944,10070
1,300.70938387233264,10214
1,303.22476651194904,10165
1,305.73381368013474,10076
1,308.24009629777566,10006
1,310.75413843758815,10142
1,313.2857568002621,10166
1,315.83009234769384,10069
1,318.3343975042426,10148
1,320.8469150061364,10162
1,323.368476372887,10175
1,325.8307269623065,10243
1,328.2934928227916,10191
1,330.82431884802855,10068
1,333.31570774831806,10016
1,335.83089554641094,10047
1,338.29391936121436,10136
1,340.77997631407925,10193
1,343.28597795631396,10170
1,345.7679505266888,10212
1,348.3015052111594,10150
1,350.84911611800146,10080
1,353.2966208272213,10147
1,355.83436416317943,10147
1,358.4040586848311,10188
1,360.89110207634087,10265
1,363.40135582651305,10332
1,365.8611651118532,10254
1,368.2827779292902,10256
1,370.79231341850124,10146
1,373.30462180464116,10055
1,375.81741307173587,10114
1,378.3528307376033,10026
1,380.89951914962637,10062
1,383.42138426913493,10126
1,385.88272780625965,10237
1,388.3320769734392,10275
1,390.83434005811074,10264
1,393.3483555040642,10115
1,395.8726643461547,10133
1,398.3890240658803,9993
1,400.8432095689478,10288
1,403.31336955674146,10326
1,405.76006106421875,10361
1,408.27830091383424,10217
1,410.78621468453633,10359
1,413.2694061351757,10330
1,415.75578050142263,10331
1,418.23680840117726,10171
1,420.7457214352306,10203
1,423.2222469103271,10130
1,425.7613433743302,10267
1,428.23775076263615,10223
1,430.7238927616221,10265
1,433.2079111174989,10254
1,435.70686822802134,10291
1,438.1796100840783,10245
1,440.6818983941893,10230
1,443.1744013330519,10261
1,445.7282247543233,10168
1,448.27046923211964,9997
1,450.74837707559493,10102
1,453.21186385356265,10141
1,455.7478555371826,10060
1,458.206384080939,10119
1,460.6914162974614,10163
1,463.22499039363936,10082
1,465.7270130776629,10039
1,468.1854480685763,10172
1,470.75697180119823,10051
1,473.29124775554584,10074
1,475.7741895848139,10192
1,478.24314851449833,10314
1,480.7254532508376,10270
1,483.1852132853322,10270
1,485.60606631352744,10321
1,488.0524214927069,10335
1,490.56966535959657,10085
1,493.08535528649776,10261
1,495.5764514637494,10207
1,498.0796049820136,10193
1,500.61312903052846,10206
1,503.08394857650023,10089
1,505.6233131220484,10132
1,508.06721317711475,10213
1,510.5357408709879,10227
1,513.0631305071679,10264
1,515.5627220598227,10280
1,518.0437744867392,10257
1,520.5444033533327,10299
1,523.0826034737025,10203
1,525.5676945710983,10235
1,528.0911233206292,10124
1,530.5908993294171,10301
1,533.0924717884205,10162
1,535.5677869588576,10145
1,538.1003330675015,10098
