id,r,y
1,0,NA
1,0.0096,0.769128595969694
1,0.0192,0.775352527188762
1,0.0288,0.7804733411252011
1,0.0384,0.7881076631113401
1,0.047999999999999994,0.79825120544378
1,0.0576,0.8098956182124705
1,0.0672,0.8237940938746863
1,0.0768,0.8392939439993277
1,0.08639999999999999,0.8561580852060193
1,0.09599999999999999,0.8733542925135025
1,0.10559999999999999,0.8914021943321789
1,0.1152,0.908977261271612
1,0.1248,0.9266433231407643
1,0.1344,0.9427850054836947
1,0.144,0.958326602163926
1,0.1536,0.9716780382579421
1,0.16319999999999998,0.9839490135288811
1,0.17279999999999998,0.9938257366607577
1,0.18239999999999998,1.002515797510308
1,0.19199999999999998,1.0090568150779269
1,0.20159999999999997,1.013749573135379
1,0.21119999999999997,1.0173649399958744
1,0.22079999999999997,1.019840784210089
1,0.2304,1.0211745868488646
1,0.24,1.0215712785161628
1,0.2496,1.021874348635348
1,0.2592,1.021323967410701
1,0.2688,1.0206598790337273
1,0.2784,1.0196707424796303
1,0.288,1.0188942364090356
1,0.2976,1.017811775875642
1,0.3072,1.0174656266826825
1,0.31679999999999997,1.0161933166508799
1,0.32639999999999997,1.0154488666910795
1,0.33599999999999997,1.0149523939459475
1,0.34559999999999996,1.014388757463908
1,0.35519999999999996,1.0143527147242626
1,0.36479999999999996,1.0138284033240554
1,0.37439999999999996,1.0139644918280815
1,0.38399999999999995,1.0133655898717178
1,0.39359999999999995,1.013674597992646
1,0.40319999999999995,1.0134031651006044
1,0.41279999999999994,1.013554720444666
1,0.42239999999999994,1.0133466602000403
1,0.43199999999999994,1.0129472002837956
1,0.44159999999999994,1.0134674864270126
1,0.45119999999999993,1.0130888349501301
1,0.4608,1.0130452968843746
1,0.4704,1.013162228113765
1,0.48,1.013318487516375
1,0.4896,1.0132189528111393
1,0.4992,1.0131697179234056
1,0.5087999999999999,1.013204917148366
1,0.5184,1.0134166274485346
1,0.5279999999999999,1.0133133685215683
1,0.5376,1.0128880860662095
1,0.5471999999999999,1.0130318177669024
1,0.5568,1.0130725658365338
1,0.5663999999999999,1.0130837540466582
1,0.576,1.0130553179919195
1,0.5855999999999999,1.0125875492062895
1,0.5952,1.0126034563150734
1,0.6047999999999999,1.012772977985571
1,0.6144,1.0125635456989062
1,0.624,1.0123577890311974
1,0.6335999999999999,1.0124204080065107
1,0.6432,1.0124790411670728
1,0.6527999999999999,1.0121723056633471
1,0.6624,1.012081632126674
1,0.6719999999999999,1.0125488206400375
1,0.6816,1.012173517883751
1,0.6911999999999999,1.0119907140912303
1,0.7008,1.012194249985509
1,0.7103999999999999,1.0119296957327668
1,0.72,1.0120317689260132
1,0.7295999999999999,1.011792506567273
1,0.7392,1.0116779831600629
1,0.7487999999999999,1.0112962354855841
1,0.7584,1.01193823510755
1,0.7679999999999999,1.0114986588803827
1,0.7776,1.0114574522418933
1,0.7871999999999999,1.0114936562656214
1,0.7968,1.0112024904055026
1,0.8063999999999999,1.0109842192413114
1,0.816,1.0109290289270603
1,0.8255999999999999,1.0110344192580512
1,0.8351999999999999,1.0107749837300812
1,0.8447999999999999,1.0108070031288692
1,0.8543999999999999,1.0106669936243324
1,0.8639999999999999,1.010891836835438
1,0.8735999999999999,1.010545759676805
1,0.8831999999999999,1.0106031503119208
1,0.8927999999999999,1.010663751934789
1,0.9023999999999999,1.010573812070635
1,0.9119999999999999,1.0106230883959428
1,0.9216,1.0103312952034529
1,0.9311999999999999,1.0100109886594006
1,0.9408,1.0100742816336186
1,0.9503999999999999,1.0097917196079718
1,0.96,1.0095628855219676
1,0.9695999999999999,1.0098454580279677
1,0.9792,1.0101510693403772
1,0.9887999999999999,1.0099443495230325
1,0.9984,1.0095754421515224
1,1.008,1.0095801919822351
1,1.0175999999999998,1.0095142229311431
1,1.0272,1.0093168368434708
1,1.0368,1.009340516924843
1,1.0464,1.0090541856758142
1,1.0559999999999998,1.008840062974954
1,1.0655999999999999,1.0086594863663205
1,1.0752,1.0086261744529237
1,1.0848,1.009080337506757
1,1.0943999999999998,1.0089752467809576
1,1.1039999999999999,1.008825124339304
1,1.1136,1.0087360372236651
1,1.1232,1.0086237090798935
1,1.1327999999999998,1.0085968524281874
1,1.1423999999999999,1.0083445415504173
1,1.152,1.0082921538450533
1,1.1616,1.0084264926594604
1,1.1711999999999998,1.008324629911286
1,1.1807999999999998,1.0084054508548888
1,1.1904,1.008117913940102
1,1.2,1.0079097634845176
1,1.2095999999999998,1.0080872926688742
1,1.2191999999999998,1.00808722077077
1,1.2288,1.0077012471277844
